latitude,longitude,room_type,bathrooms,bedrooms,beds,price,property_type,accommodates
37.75352,-122.42305,Entire home/apt,1.0,1.0,1.0,165.0,Entire rental unit,2
37.75534,-122.4013,Entire home/apt,1.0,1.0,1.0,135.0,Entire home,2
37.73339,-122.42694,Private room,2.0,1.0,1.0,41.0,Room in boutique hotel,1
37.71976,-122.45037,Entire home/apt,1.5,4.0,4.0,171.0,Entire home,4
37.8025,-122.40647,Entire home/apt,1.0,0.0,1.0,328.0,Entire guesthouse,2
37.76529,-122.44437,Entire home/apt,1.0,1.0,1.0,172.0,Entire guest suite,2
37.79540634,-122.4371567,Entire home/apt,2.0,2.0,2.0,475.0,Entire condo,4
37.7512,-122.40018,Private room,1.0,1.0,1.0,111.0,Private room in townhouse,1
37.79013,-122.4208,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.79043,-122.41993,Private room,1.0,1.0,0.0,88.0,Private room in rental unit,2
37.79058,-122.41955,Private room,1.0,1.0,1.0,66.0,Private room in rental unit,2
37.792,-122.4193,Private room,1.0,1.0,1.0,77.0,Private room in rental unit,2
37.79249,-122.42137,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.79558,-122.43688,Entire home/apt,1.0,1.0,1.0,140.0,Entire rental unit,2
37.7658,-122.45223,Private room,3.0,1.0,1.0,55.0,Private room in rental unit,1
37.78098028,-122.430667,Entire home/apt,2.0,3.0,4.0,325.0,Entire townhouse,6
37.78718,-122.44982,Entire home/apt,1.0,1.0,1.0,118.0,Entire rental unit,2
37.7596,-122.39619,Private room,1.0,1.0,1.0,115.0,Private room in home,2
37.7759,-122.40959,Private room,1.0,1.0,1.0,97.0,Private room in home,2
37.77797,-122.41078,Private room,1.0,1.0,1.0,100.0,Private room in home,2
37.77773,-122.41033,Private room,1.5,1.0,1.0,100.0,Private room in home,2
37.77792,-122.41052,Private room,1.5,1.0,1.0,80.0,Private room in home,2
37.79102,-122.40698,Entire home/apt,1.0,2.0,2.0,140.0,Entire rental unit,3
37.76493,-122.40559,Entire home/apt,1.0,1.0,1.0,164.0,Entire home,2
37.76302,-122.41999,Entire home/apt,1.0,1.0,1.0,83.0,Entire rental unit,2
37.74058391,-122.4911999,Entire home/apt,1.0,1.0,1.0,167.0,Entire home,2
37.74139,-122.41576,Entire home/apt,1.0,0.0,1.0,145.0,Entire rental unit,2
37.74119,-122.49241,Private room,1.0,1.0,1.0,135.0,Private room in home,2
37.74332,-122.42707,Entire home/apt,1.0,2.0,2.0,149.0,Entire guest suite,4
37.7832092,-122.4433109,Private room,1.0,1.0,1.0,113.0,Private room in rental unit,1
37.72775,-122.46422,Entire home/apt,1.5,3.0,3.0,350.0,Entire home,4
37.75436,-122.42457,Entire home/apt,1.0,1.0,2.0,100.0,Entire rental unit,3
37.73937,-122.4182,Entire home/apt,1.0,1.0,1.0,108.0,Entire home,2
37.76023,-122.43581,Entire home/apt,1.0,1.0,1.0,140.0,Entire rental unit,2
37.79527,-122.41526,Entire home/apt,1.0,0.0,1.0,99.0,Entire rental unit,2
37.80027764,-122.4465711,Entire home/apt,1.0,2.0,3.0,350.0,Entire condo,4
37.80061,-122.41355,Private room,1.5,1.0,1.0,58.0,Private room in rental unit,1
37.75693,-122.50463,Entire home/apt,3.5,5.0,5.0,864.0,Entire home,10
37.77674,-122.43057,Entire home/apt,1.0,3.0,3.0,880.0,Entire home,4
37.77024,-122.44839,Entire home/apt,3.0,5.0,4.0,990.0,Entire home,10
37.75251,-122.43317,Entire home/apt,1.0,1.0,1.0,144.0,Entire rental unit,2
37.74448,-122.41699,Entire home/apt,1.0,2.0,2.0,233.0,Entire rental unit,4
37.73835,-122.41134,Private room,1.0,1.0,2.0,64.0,Private room in guest suite,2
37.75223,-122.44055,Private room,1.0,1.0,1.0,87.0,Private room in home,1
37.79649,-122.41293,Entire home/apt,1.0,1.0,1.0,99.0,Entire rental unit,2
37.72757,-122.41896,Entire home/apt,1.0,2.0,2.0,133.0,Entire home,5
37.75676,-122.48438,Private room,1.0,1.0,1.0,45.0,Private room in home,1
37.75207,-122.4302,Entire home/apt,1.0,1.0,1.0,100.0,Entire rental unit,2
37.75903,-122.41457,Entire home/apt,1.5,5.0,5.0,650.0,Entire home,5
37.76813,-122.424,Entire home/apt,1.5,1.0,1.0,194.0,Entire rental unit,2
37.7978,-122.40407,Shared room,10.0,1.0,4.0,62.0,Shared room in hostel,2
37.79095,-122.44489,Entire home/apt,1.0,1.0,1.0,120.0,Entire guest suite,2
37.78024,-122.43324,Private room,1.0,1.0,2.0,431.0,Private room in bed and breakfast,4
37.7803,-122.43326,Private room,1.0,1.0,1.0,348.0,Private room in bed and breakfast,2
37.77734,-122.47364,Private room,1.5,1.0,1.0,79.0,Private room in condo,2
37.7919,-122.41946,Private room,1.0,1.0,1.0,66.0,Private room in rental unit,2
37.72578,-122.42008,Entire home/apt,2.0,3.0,3.0,171.0,Entire home,7
37.79811,-122.44181,Entire home/apt,1.5,2.0,3.0,647.0,Entire rental unit,4
37.76459,-122.46495,Private room,1.0,1.0,1.0,128.0,Private room in condo,2
37.75674,-122.43788,Private room,1.0,1.0,1.0,75.0,Private room in rental unit,2
37.75876,-122.46663,Entire home/apt,2.0,2.0,2.0,223.0,Entire home,4
37.75404,-122.42388,Entire home/apt,1.0,0.0,1.0,91.0,Entire rental unit,2
37.80418,-122.42042,Entire home/apt,1.0,1.0,2.0,135.0,Entire rental unit,4
37.75196,-122.48953,Private room,1.0,1.0,1.0,111.0,Private room in home,3
37.78152,-122.41871,Entire home/apt,1.0,0.0,1.0,130.0,Entire rental unit,3
37.75122,-122.40725,Private room,1.0,1.0,1.0,110.0,Private room in townhouse,2
37.78848,-122.41129,Entire home/apt,1.0,0.0,2.0,349.0,Entire condo,4
37.78694,-122.40967,Entire home/apt,1.0,0.0,2.0,291.0,Entire condo,4
37.7563,-122.41114,Entire home/apt,1.0,3.0,4.0,190.0,Entire rental unit,6
37.76095,-122.40534,Private room,1.0,1.0,1.0,127.0,Private room in home,2
37.76283,-122.40393,Private room,1.0,1.0,1.0,134.0,Private room in home,2
37.75523,-122.43966,Entire home/apt,2.0,2.0,2.0,330.0,Entire condo,4
37.7975,-122.42544,Private room,1.0,1.0,1.0,121.0,Room in hotel,2
37.75413,-122.4231,Entire home/apt,1.0,1.0,2.0,100.0,Entire rental unit,3
37.80614,-122.41996,Entire home/apt,1.0,1.0,2.0,310.0,Entire condo,5
37.7637,-122.47129,Private room,1.0,1.0,1.0,63.0,Private room in home,2
37.76523,-122.42976,Entire home/apt,1.0,1.0,1.0,115.0,Entire rental unit,2
37.77614,-122.47758,Entire home/apt,1.5,3.0,4.0,408.0,Entire rental unit,5
37.79909,-122.42424,Private room,1.0,1.0,2.0,149.0,Room in hotel,4
37.79934,-122.42407,Private room,1.0,1.0,2.0,149.0,Room in hotel,4
37.77061,-122.42416,Entire home/apt,1.0,1.0,1.0,232.0,Entire rental unit,2
37.74152,-122.40965,Private room,1.0,1.0,1.0,160.0,Private room in home,2
37.72492,-122.40852,Entire home/apt,1.0,1.0,1.0,120.0,Entire guest suite,4
37.76427,-122.39312,Entire home/apt,1.0,1.0,1.0,100.0,Entire condo,2
37.78158,-122.47609,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.78389,-122.47446,Private room,1.0,1.0,1.0,99.0,Private room in rental unit,2
37.76425,-122.44025,Entire home/apt,1.0,1.0,2.0,112.0,Entire rental unit,3
37.76159,-122.44218,Entire home/apt,1.0,1.0,1.0,695.0,Entire home,2
37.80465,-122.4226,Entire home/apt,2.0,2.0,3.0,820.0,Entire rental unit,6
37.79225,-122.4338,Entire home/apt,1.0,0.0,1.0,150.0,Entire rental unit,2
37.78311,-122.42844,Entire home/apt,2.0,2.0,4.0,255.0,Entire townhouse,4
37.73788,-122.4944,Entire home/apt,1.0,3.0,4.0,313.0,Entire home,9
37.78565,-122.42323,Entire home/apt,1.0,1.0,2.0,197.0,Entire condo,4
37.73552,-122.40474,Entire home/apt,1.0,1.0,1.0,119.0,Entire guest suite,2
37.78981,-122.44104,Entire home/apt,1.0,1.0,1.0,600.0,Entire rental unit,2
37.74562,-122.50176,Entire home/apt,1.0,1.0,1.0,195.0,Entire rental unit,2
37.78903,-122.40986,Entire home/apt,1.0,0.0,2.0,306.0,Entire condo,4
37.7888,-122.40926,Entire home/apt,1.0,0.0,2.0,382.0,Entire condo,4
37.76119,-122.42115,Entire home/apt,2.0,3.0,3.0,428.0,Entire condo,6
37.77559,-122.46291,Private room,1.0,1.0,1.0,80.0,Private room in rental unit,1
37.75624,-122.411,Entire home/apt,1.0,0.0,1.0,70.0,Entire place,1
37.79107,-122.41131,Entire home/apt,1.0,1.0,1.0,150.0,Entire condo,2
37.78782,-122.41249,Private room,1.0,1.0,2.0,500.0,Private room in condo,4
37.77946,-122.46164,Entire home/apt,2.0,2.0,4.0,439.0,Entire home,5
37.73771,-122.4164,Entire home/apt,1.0,1.0,2.0,151.0,Entire guest suite,4
37.75184,-122.43703,Entire home/apt,1.5,2.0,2.0,218.0,Entire rental unit,4
37.75748,-122.42204,Entire home/apt,2.0,4.0,4.0,360.0,Entire rental unit,7
37.78778,-122.39185,Entire home/apt,1.0,1.0,1.0,180.0,Entire rental unit,2
37.78374,-122.47608,Private room,1.0,1.0,0.0,66.0,Private room in rental unit,2
37.72516,-122.42042,Private room,1.0,1.0,1.0,58.0,Private room in home,2
37.75161,-122.50635,Entire home/apt,1.0,2.0,2.0,236.0,Entire rental unit,4
37.72599,-122.41867,Entire home/apt,1.0,1.0,2.0,109.0,Entire rental unit,4
37.72605,-122.4185,Private room,1.5,3.0,3.0,55.0,Private room in home,2
37.76685,-122.43323,Private room,1.5,1.0,1.0,107.0,Private room in condo,1
37.80422,-122.4255,Entire home/apt,1.0,1.0,1.0,160.0,Entire rental unit,2
37.78095,-122.42155,Entire home/apt,1.0,0.0,1.0,127.0,Entire condo,3
37.80246,-122.40379,Entire home/apt,1.0,1.0,1.0,209.0,Entire guest suite,2
37.78291,-122.41937,Entire home/apt,1.0,0.0,1.0,300.0,Entire rental unit,3
37.77282,-122.43798,Entire home/apt,1.0,1.0,1.0,170.0,Entire guesthouse,2
37.72528,-122.41863,Private room,1.0,1.0,1.0,48.0,Private room in home,2
37.70921,-122.44881,Private room,2.0,1.0,1.0,42.0,Private room in condo,1
37.77773,-122.49431,Entire home/apt,1.5,2.0,2.0,199.0,Entire rental unit,5
37.726,-122.41857,Private room,1.0,1.0,1.0,48.0,Private room in home,2
37.73711,-122.42345,Entire home/apt,1.0,0.0,1.0,115.0,Entire rental unit,2
37.76421,-122.43397,Entire home/apt,1.0,2.0,2.0,300.0,Entire rental unit,4
37.76234,-122.49349,Entire home/apt,1.5,2.0,3.0,156.0,Entire rental unit,6
37.75894,-122.41187,Entire home/apt,1.5,2.0,2.0,373.0,Entire condo,6
37.71852,-122.4563,Entire home/apt,1.0,2.0,4.0,129.0,Entire rental unit,7
37.74952,-122.44851,Entire home/apt,1.0,2.0,3.0,328.0,Entire home,4
37.7716,-122.43245,Entire home/apt,1.0,0.0,1.0,98.0,Entire townhouse,2
37.74486,-122.41814,Entire home/apt,1.0,0.0,1.0,97.0,Entire guest suite,2
37.7284,-122.45757,Private room,0.5,1.0,1.0,45.0,Private room in home,1
37.7284,-122.45757,Private room,0.5,1.0,1.0,43.0,Private room in home,1
37.74202,-122.43722,Entire home/apt,3.0,3.0,2.0,350.0,Entire townhouse,6
37.77711,-122.41515,Private room,1.0,1.0,2.0,99.0,Private room in rental unit,5
37.71275,-122.45263,Private room,2.0,1.0,1.0,42.0,Private room in condo,1
37.72912,-122.44475,Entire home/apt,1.0,1.0,1.0,116.0,Entire cottage,2
37.75868,-122.46985,Entire home/apt,1.0,0.0,1.0,155.0,Entire guest suite,2
37.75738,-122.38933,Entire home/apt,2.0,2.0,2.0,600.0,Entire rental unit,4
37.74303,-122.469,Entire home/apt,1.0,1.0,2.0,163.0,Entire guest suite,4
37.78751,-122.40929,Entire home/apt,1.0,0.0,2.0,299.0,Entire condo,4
37.78931,-122.40588,Private room,1.0,1.0,2.0,140.0,Room in boutique hotel,4
37.71597,-122.45397,Entire home/apt,1.5,2.0,2.0,195.0,Entire home,4
37.78017,-122.44899,Entire home/apt,1.0,2.0,6.0,120.0,Entire rental unit,4
37.78931,-122.40588,Private room,1.0,1.0,1.0,113.0,Room in boutique hotel,2
37.80572,-122.43545,Entire home/apt,1.0,1.0,1.0,274.0,Entire guest suite,2
37.73745,-122.45902,Entire home/apt,1.0,1.0,4.0,195.0,Entire guest suite,3
37.78835,-122.40489,Private room,1.0,1.0,1.0,113.0,Private room in rental unit,2
37.77502,-122.44072,Private room,1.0,1.0,1.0,155.0,Private room in home,2
37.73791,-122.38596,Entire home/apt,1.0,2.0,2.0,185.0,Entire rental unit,4
37.75491,-122.439186,Entire home/apt,1.0,2.0,2.0,528.0,Entire home,4
37.70854,-122.45021,Entire home/apt,1.0,1.0,2.0,116.0,Entire guesthouse,3
37.779,-122.40414,Entire home/apt,1.5,2.0,2.0,207.0,Entire loft,5
37.78931,-122.40588,Private room,1.0,1.0,2.0,142.0,Room in boutique hotel,4
37.78828,-122.4092,Entire home/apt,1.0,0.0,2.0,299.0,Entire condo,4
37.78015,-122.43604,Entire home/apt,1.0,0.0,0.0,112.0,Entire rental unit,2
37.73622,-122.42032,Entire home/apt,1.0,2.0,1.0,99.0,Entire rental unit,2
37.70894,-122.44825,Private room,2.0,1.0,1.0,61.0,Private room in condo,1
37.78684,-122.44302,Entire home/apt,1.0,2.0,2.0,175.0,Entire condo,4
37.74333,-122.42094,Entire home/apt,1.0,1.0,2.0,93.0,Entire rental unit,2
37.79455,-122.41029,Entire home/apt,1.5,2.0,3.0,170.0,Entire rental unit,5
37.75698853,-122.4175873,Entire home/apt,1.0,3.0,3.0,400.0,Entire condo,6
37.79834,-122.40576,Entire home/apt,1.0,2.0,2.0,138.0,Entire rental unit,4
37.74349,-122.42139,Private room,1.0,4.0,1.0,84.0,Private room in condo,2
37.80329,-122.40633,Entire home/apt,1.0,1.0,1.0,150.0,Entire condo,2
37.76003,-122.40775,Private room,1.5,1.0,1.0,89.0,Private room in rental unit,1
37.74656,-122.41047,Entire home/apt,3.5,3.0,3.0,401.0,Entire home,6
37.75997,-122.40774,Private room,1.5,1.0,1.0,89.0,Private room in rental unit,1
37.7683,-122.43016,Entire home/apt,2.0,2.0,2.0,284.0,Entire home,4
37.78376,-122.47475,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.78238,-122.47629,Private room,1.0,1.0,0.0,88.0,Private room in rental unit,2
37.78174,-122.47415,Private room,1.0,1.0,0.0,88.0,Private room in rental unit,2
37.79203,-122.42119,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.79021,-122.41923,Private room,1.0,1.0,1.0,88.0,Private room in rental unit,2
37.78341,-122.46613,Entire home/apt,1.0,2.0,2.0,405.0,Entire townhouse,2
37.78999,-122.40495,Private room,1.0,1.0,1.0,126.0,Private room in rental unit,2
37.75213,-122.42359,Entire home/apt,1.0,1.0,1.0,118.0,Entire rental unit,3
37.75805,-122.44453,Entire home/apt,1.0,1.0,1.0,145.0,Entire cottage,3
37.77564,-122.46332,Private room,1.5,1.0,2.0,144.0,Private room in home,3
37.79588,-122.42757,Entire home/apt,3.0,4.0,4.0,376.0,Entire rental unit,6
37.77432,-122.43964,Entire home/apt,1.0,1.0,1.0,165.0,Entire condo,2
37.76271,-122.42657,Entire home/apt,1.0,1.0,1.0,111.0,Entire home,2
37.76594543,-122.4343796,Private room,2.0,1.0,1.0,105.0,Private room in rental unit,1
37.77479,-122.4808,Entire home/apt,1.0,1.0,1.0,174.0,Entire home,2
37.74522,-122.49018,Entire home/apt,1.0,2.0,2.0,125.0,Entire rental unit,2
37.71995,-122.40177,Entire home/apt,1.0,0.0,1.0,50.0,Entire guest suite,2
37.71962,-122.39988,Entire home/apt,1.0,0.0,1.0,50.0,Entire guest suite,2
37.78931,-122.40588,Private room,0.0,1.0,1.0,50.0,Room in boutique hotel,2
37.75841,-122.40113,Entire home/apt,1.0,0.0,2.0,163.0,Entire rental unit,2
37.77655,-122.41538,Private room,1.0,1.0,1.0,118.0,Room in boutique hotel,1
37.76344,-122.44396,Entire home/apt,1.0,1.0,1.0,115.0,Entire rental unit,2
37.77722,-122.4156,Private room,4.0,1.0,1.0,98.0,Room in boutique hotel,1
37.77139,-122.45172,Entire home/apt,1.0,0.0,1.0,93.0,Entire rental unit,2
37.76726,-122.44599,Private room,1.0,1.0,1.0,113.0,Private room in home,2
37.78931,-122.40588,Private room,1.0,1.0,1.0,113.0,Room in boutique hotel,2
37.79044,-122.41776,Entire home/apt,3.5,5.0,7.0,450.0,Entire rental unit,10
37.78102,-122.43039,Entire home/apt,1.0,1.0,1.0,157.0,Entire rental unit,2
37.76152,-122.42649,Entire home/apt,1.5,2.0,2.0,446.0,Entire rental unit,4
37.78931,-122.40588,Private room,1.0,1.0,1.0,113.0,Room in boutique hotel,2
37.78931,-122.40588,Private room,1.0,1.0,2.0,121.0,Room in boutique hotel,4
37.75853,-122.41971,Entire home/apt,1.0,1.0,1.0,186.0,Entire rental unit,2
37.75375,-122.43739,Entire home/apt,1.0,0.0,1.0,141.0,Entire rental unit,2
37.74684,-122.40721,Entire home/apt,1.0,1.0,1.0,90.0,Entire guesthouse,2
37.76156,-122.42059,Private room,1.0,1.0,1.0,127.0,Private room in condo,2
37.78931,-122.40588,Private room,1.0,1.0,1.0,147.0,Room in boutique hotel,2
37.78931,-122.40588,Private room,1.0,1.0,1.0,113.0,Room in boutique hotel,2
37.78074,-122.47458,Entire home/apt,2.0,2.0,3.0,189.0,Entire home,4
37.73875,-122.49095,Entire home/apt,1.0,0.0,2.0,98.0,Entire guest suite,4
37.7248,-122.47402,Private room,1.0,1.0,1.0,52.0,Private room in home,1
37.80154,-122.4131,Entire home/apt,2.5,2.0,2.0,689.0,Entire rental unit,4
37.78089,-122.50488,Private room,1.0,1.0,1.0,113.0,Private room in home,2
37.74286,-122.47479,Entire home/apt,1.0,1.0,1.0,117.0,Entire guest suite,2
37.78931,-122.40588,Private room,1.0,1.0,1.0,132.0,Room in boutique hotel,2
37.79292,-122.41631,Private room,1.0,1.0,1.0,65.0,Private room in rental unit,2
37.72490897,-122.4739914,Private room,1.0,1.0,1.0,46.0,Private room in home,1
37.80451,-122.41351,Private room,1.5,1.0,1.0,52.0,Private room in rental unit,1
37.7649,-122.45246,Entire home/apt,1.0,0.0,1.0,113.0,Entire guest suite,2
37.76105,-122.46546,Entire home/apt,1.0,2.0,2.0,244.0,Entire bungalow,5
37.743,-122.4913,Entire home/apt,1.0,1.0,1.0,65.0,Entire guest suite,3
37.77359,-122.42441,Private room,1.0,1.0,1.0,62.0,Private room in townhouse,1
37.76969,-122.42818,Entire home/apt,1.0,0.0,1.0,125.0,Entire rental unit,1
37.78732,-122.49336,Private room,1.0,1.0,1.0,139.0,Private room in home,2
37.79833,-122.40439,Entire home/apt,1.0,1.0,1.0,100.0,Entire rental unit,2
37.73093,-122.4525,Entire home/apt,1.0,1.0,2.0,175.0,Entire rental unit,4
37.76424,-122.47961,Private room,1.0,1.0,1.0,98.0,Private room in home,1
37.79713,-122.42298,Entire home/apt,1.0,1.0,3.0,155.0,Entire rental unit,4
37.7984,-122.4042,Entire home/apt,1.0,1.0,1.0,100.0,Entire rental unit,2
37.76344,-122.39494,Private room,1.0,1.0,1.0,141.0,Private room in condo,2
37.78526,-122.41517,Entire home/apt,1.0,0.0,1.0,90.0,Entire condo,2
37.74289,-122.49003,Private room,1.0,1.0,1.0,90.0,Private room in home,2
37.78931,-122.40588,Private room,1.0,1.0,2.0,140.0,Room in boutique hotel,4
37.71419,-122.45912,Private room,2.5,3.0,1.0,125.0,Private room in home,2
37.79318,-122.41668,Entire home/apt,1.0,1.0,2.0,104.0,Entire rental unit,4
37.74569,-122.44739,Private room,1.0,1.0,1.0,114.0,Private room in home,2
37.79112,-122.41198,Entire home/apt,1.0,1.0,2.0,119.0,Entire condo,4
37.77627945,-122.4150696,Private room,3.0,1.0,2.0,129.0,Private room in rental unit,2
37.73555,-122.48153,Private room,1.0,1.0,1.0,112.0,Private room in home,2
37.78902,-122.44154,Private room,1.0,1.0,1.0,169.0,Private room in home,2
37.77628,-122.41507,Private room,4.0,1.0,1.0,131.0,Private room in serviced apartment,2
37.77519794,-122.4269837,Entire home/apt,1.0,1.0,1.0,269.0,Entire condo,3
37.7469404,-122.4079555,Entire home/apt,1.0,2.0,3.0,232.0,Entire rental unit,4
37.78602,-122.41434,Private room,0.0,2.0,1.0,80.0,Private room in rental unit,1
37.74012,-122.41476,Private room,1.0,0.0,1.0,99.0,Private room in home,2
37.76236,-122.4295,Entire home/apt,1.0,0.0,1.0,212.0,Entire rental unit,2
37.77885,-122.45576,Entire home/apt,2.0,2.0,2.0,164.0,Entire rental unit,4
37.747303,-122.409706,Entire home/apt,1.0,1.0,1.0,133.0,Entire guest suite,2
37.76898,-122.43406,Entire home/apt,1.0,1.0,2.0,125.0,Entire rental unit,3
37.76074,-122.42878,Entire home/apt,1.0,2.0,2.0,299.0,Entire condo,4
37.76446,-122.42874,Entire home/apt,1.5,1.0,1.0,228.0,Entire rental unit,2
